HALLMARK_ADIPOGENESIS	HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANGIOGENESIS	HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_SURFACE	HALLMARK_APOPTOSIS	HALLMARK_BILE_ACID_METABOLISM	HALLMARK_CHOLESTEROL_HOMEOSTASIS	HALLMARK_COAGULATION	HALLMARK_COMPLEMENT	HALLMARK_DNA_REPAIR	HALLMARK_E2F_TARGETS	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_G2M_CHECKPOINT	HALLMARK_GLYCOLYSIS	HALLMARK_HEDGEHOG_SIGNALING	HALLMARK_HEME_METABOLISM	HALLMARK_HYPOXIA	HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_KRAS_SIGNALING_DN	HALLMARK_KRAS_SIGNALING_UP	HALLMARK_MITOTIC_SPINDLE	HALLMARK_MTORC1_SIGNALING	HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V2	HALLMARK_MYOGENESIS	HALLMARK_NOTCH_SIGNALING	HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_P53_PATHWAY	HALLMARK_PANCREAS_BETA_CELLS	HALLMARK_PEROXISOME	HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PROTEIN_SECRETION	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	HALLMARK_SPERMATOGENESIS	HALLMARK_TGF_BETA_SIGNALING	HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_UP	HALLMARK_WNT_BETA_CATENIN_SIGNALING	HALLMARK_XENOBIOTIC_METABOLISM
CCNG2	CD4	HERC3	VTN	CD99	SCUBE1	CCND2	CYP7B1	GPX8	CTSB	CD55	ERCC3	CKS2	COL7A1	CLDN7	CHST8	CA2	CHAF1A	CHPF2	VLDLR	CAT	CHST2	CDKN1C	IL12RB1	CD69	IFITM1	CXCL10	CLDN16	CDADC1	CCDC88A	CYB5B	EIF2S1	PLK1	CHRNB1		ATP6V1F	CLCA2	SRPRB	DLG4	GNA14	EGFR	PRDX4	DDX4	SKI	CSF2	EIF4A3	COL3A1	CHKA	RBPJ	BPHL
CD151	CD40	HMGCR		CDH1	SHROOM2	CD14	CYP8B1	GSTM2	CTSE	CD59	ERCC4	CNOT9	COL8A2	CLIC3	CISH	CA4	CHEK1	CHST1		CCDC28A	CHST3	CISH	IL13RA1	CD70	IFITM2	CXCL11	CLDN8	CFB	CCNB2	CYP51A1	EIF2S2	PLK4	CHRNG		ATP6V1G1	COQ8A	SST	ECH1	GNGT1	ERGIC3	PRDX6	DMC1	SKIL	CXCL1	EIF4E	COL5A2	CHRNA5	SKP2	CA2
CD302	CD40LG	HMGCS1		CDH11	SLC22A12	CD2	DHCR24	GUSB	CTSH	CDA	ERCC5	CSE1L	COLGALT1	CXCL12	CKB	CA6	CHMP1A	CHST12		CCND3	CITED2	CKAP4	IL15RA	CD82	IFITM3	CXCL9	CLPS	CFH	CD2AP	DAPP1	EIF3B	PPAN	CKB		ATP6V1H	CSRNP2	STXBP1	ECI2	GRB2	GALC	PRNP	DMRT1	SLC20A1	CXCL10	EIF4EBP1	DAB2	CLCN2	TCF7	CASP6
CD36	CD47	HOMER2		CDH15	SLC2A4	CD38	DIO1	HMGCR	CTSK	CDH13	ERCC8	CTCF	COMP	CYP26B1	CLIC3	CBR1	CKS1B	CHST2		CDC27	COL5A1	COCH	IL17RA	CDKN1A	IL15	DDX58	CLSTN3	CFHR2	CDC27	DDIT3	EIF3D	PPRC1	CKM		BAX	CTSD	SYT13	EHHADH	GRK2	GBF1	PTPA	DNAJB8	SMAD1	CXCL11	EIF4G1	DBP	CLTB	TP53	CAT
CDKN2C	CD7	HPGD		CDH3	SLC34A3	CD44	DIO2	HMGCS1	CTSO	CDK5R1	FEN1	CTPS1	COPA	DEPTOR	COX6C	CBR3	CKS2	CHST4		CDR2	CP	COL6A1	IL17RB	CHST2	IL4R	DDX60	CNTFR	CIDEA	CDC42	DDIT4	EIF3J	PRMT3	CKMT2		BCKDHA	CTSF	VDR	ELOVL5	GSK3B	GLA	SBNO2	DPEP3	SMAD3	CXCL2	ERN1	DDAH1	CNP	WNT1	CBR1
CHCHD10	CD74	HSD17B14		CDH4	SRPX	CD69	EFHC1	HSD17B7	CTSV	CEBPB	GMPR2	DCK	CRLF1	DHCR7	CPE	CCDC58	CTCF	CHST6		CIR1	CSRP2	CSF1	IL18R1	CLEC5A	IL7	DHX58	COL2A1	CLEC4A	CDC42BPA	DDX39A	EIF4A1	PUS1	CLU		BDH2	CYFIP2		EPHX2	HRAS	GNAS	SCAF4	ELOVL3	SMAD6	CXCL3	ERO1A	DLC1	COL2A1	WNT5B	CCL25
CHUK	CD79A	IDI1		CDH6	SULF2	CDC25B	EPHX2	IDI1	DCT	CFB	GPX4	DCLRE1B	CTHRC1	DHRS2	CXCL12	CD1D	CUL1	CITED2		CLCN3	CXCR4	CSF2	IL1B	CMKLR1	IRF1	EIF2AK2	COPZ2	CMKLR1	CDC42EP1	DHCR24	EIF4E	RABEPK	CNN3		CASP7	DCXR		ERCC1	HSP90B1	GOLGA4	SELENOS	EZH2	SMAD7	CXCL6	EXOC2	DLG1	CREG1	WNT6	CD36
CIDEA	CD80	INPP4B		CDH8	THY1	CDK2	FADS1	JAG1	DPP4	CFH	GSDME	DCTPP1	CXCL1	DHRS3	CXCL14	CD36	CUL3	CLDN3		CLIC2	DCN	CST7	IL1R1	CSF1	IRF2	EIF4E3	COQ8A	CPE	CDC42EP2	DHCR7	EIF4G2	RCL1	COL15A1		COX10	DDB2		ERCC3	IL2RG	GOSR2	SOD1	GAD1	SMURF1	DDX58	EXOSC1	DMAC2L	CTSV		CDA
CMBL	CD86	INSIG1		CDK8	TMEM8B	CDKN1A	FADS2	LDLR	DUSP14	CLU	GTF2A2	DDX39A	CXCL12	DLC1	CYP26B1	CEL	CUL4A	CLDN9		CPOX	DDIT3	CTLA4	IL1R2	CSF3	IRF7	EPSTI1	CPA2	CROT	CDC42EP4	DHFR	EIF4H	RRP12	COL1A1		COX11	DDIT3		ESR2	IL4	ICA1	SOD2	GAPDHS	SMURF2	DENND5A	EXOSC10	DUSP1	CXCL2		CDO1
CMPK1	CD8A	IQGAP2		CDSN		CDKN1B	FDXR	LGALS3	DUSP6	COL4A2	GTF2B	DEK	CXCL6	DYNLT3	CYP4F11	CIDEA	CUL5	CLN6		CROCCP2	DDIT4	CTSZ	IL2RA	CSF3R	IRF9	FAS	CPB1	CSF2	CDK1	EBP	EPRS1	RRP9	COL3A1		COX15	DDIT4		FABP6	IRAK4	IGF2R	SRXN1	GFI1	SPTBN1	DNAJB4	EXOSC2	DYRK1A	CYB5B		CES1
COL15A1	CD8B	ITGAV		CERCAM		CFLAR	GC	LGMN	F10	CP	GTF2F1	DEPDC1	CXCL8	EGR3	DCXR	CPOX	DBF4	COG2		CTNS	DPYSL4	CXCL10	IL2RG	CX3CL1	ISG15	FCGR1A	CPEB3	CSF2RA	CDK5RAP2	EDEM1	ERH	SLC19A1	COL4A2		COX17	DEF6		FADS1	ITPR2	KIF1B	STK25	GMCL1	TGFB1	DRAM1	EXOSC4	EFEMP1	CYB5R1		CFB
COL4A1	CD96	KLK2		CLDN11		CLU	GCLM	LPL	F11	CPM	GTF2H1	DIAPH3	DAB2	ELF1	DHCR7	CPT1A	DDX39A	COL5A1		CTSB	DTNA	CYFIP1	IL3RA	CXCL10	ISG20	FGL2	CYP11B2	CTSS	CENPE	EEF1E1	ETF1	SLC29A2	COL6A2		COX4I1	DGKA		FDPS	LCK	KRT18	TXN	GPR182	TGFBR1	DUSP1	EXOSC5	ERBB2	CYP1A1		CNDP2
COQ3	CDKN2A	KLK3		CLDN14		CREBBP	GNMT	LSS	F12	CPQ	GTF2H3	DLGAP5	DCN	ELF3	DHRS2	CPT2	DKC1	COPB2		CTSE	DUSP1	DCPS	IL4R	CXCL11	LAMP3	FPR1	CYP39A1	CXCL10	CENPF	EGLN3	EXOSC7	SORD	COL6A3		COX5A	DNTTIP2		FIS1	MAP2K3	LAMP2	TXNRD1	GRM8	TGIF1	DUSP2	EXOSC9	F3	DDX21		COMT
COQ5	CFP	KRT19		CLDN15		CTH	GNPAT	MAL2	F13B	CR1	GTF2H5	DNMT1	DKK1	ELOVL2	DLG5	CRAT	DMD	CTH		DAAM1	EDN2	DENND5A	IL6	CXCL6	LAP3	GBP4	DCC	CXCR4	CENPJ	EIF2S2	FAM120A	SRM	COX6A2		COX5B	DRAM1		GNPAT	MAP2K6	LMAN1	TXNRD2	GSG1	THBS1	DUSP4	FKBP14	FBLN5	DGAT1		CROT
COQ9	CRTAM	KRT8		CLDN18		CTNNB1	GSTK1	MVD	F2	CR2	GTF3C5	DONSON	DPYSL3	ELOVL5	DNAJC1	CRYZ	DR1	CXCR4		DCAF10	EFNA1	DHRS3	IL6ST	CXCL8	LGALS3BP	GBP6	DLK2	DCBLD2	CEP131	ELOVL5	FBL	SUPV3L1	COX7A1		COX6A1	EI24		GSTK1	MAP3K7	M6PR		GSTM3	TJP1	DUSP5	FUS	FHL2	DLG4		CRP
COX6A1	CSF1	LIFR		CLDN19		CYLD	HACL1	MVK	F2RL2	CSRP1	GUK1	DSCC1	DST	ENDOD1	DNAJC12	CYP1A1	DTYMK	CYB5A		DCAF11	EFNA3	DRC1	IL7	CXCL9	LPAR6	GCH1	DTNB	DNMBP	CEP192	ELOVL6	G3BP1	TBRG4	CRAT		COX6B1	ELP1		HAO2	MAPK1	MAPK1		H1-6	TRIM33	EDN1	GEMIN4	FYN	DNAJA1		CSAD
COX7B	CSK	LMAN1		CLDN4		DAP	HAO1	NFIL3	F3	CTSB	HCLS1	DUT	ECM1	ESRP2	DUSP2	CYP4A11	E2F1	DCN		DCUN1D1	EGFR	ECM1	IL9R	CXCR6	LY6E	GPR18	EDAR	DOCK2	CEP250	ENO1	GLO1	TCOF1	CRYAB		COX6C	EPHA2		HMGCL	MAPK10	MON2		HBZ	UBE2D3	EFNA1	GOSR2	FZD2	DNAJB1		CYB5A
COX8A	CTSS	MAF		CLDN5		DAP3	HSD17B11	NIBAN1	F8	CTSC	HPRT1	E2F8	ECM2	FAM102A	DYNLT3	CYP4A22	E2F2	DDIT4		DMTN	ENO1	EEF1AKMT1	INHBE	CYBB	MOV10	GZMA	EDN1	DUSP6	CEP57	EPRS1	GNL3	TFB2M	CSRP3		COX7A2	EPHX1		HRAS	MAPK8	NAPA		HOXB1	WWTR1	EGR1	H2AX	GCNT1	E2F5		CYFIP2
CPT2	CXCL13	MAK		CLDN6		DCN	HSD17B4	NSDHL	F9	CTSD	IMPDH2	EED	EDIL3	FARP1	EGR3	D2HGDH	E2F3	DEPDC1		E2F2	ENO2	EMP1	IRF1	DCBLD2	MVB12A	HELZ2	EDN2	EMP1	CEP72	ERO1A	GOT2	TMEM97	CTF1		COX7A2L	EPS8L2		HSD11B2	MAPK9	NAPG		HSPA1L	XIAP	EGR2	HERPUD1	GJA1	EIF2S3		CYP17A1
CRAT	CXCL9	MAP7		CLDN7		DDIT3	HSD17B6	PCYT2	FBN1	CTSH	ITPA	EIF2S1	EFEMP2	FASN	ELOVL5	DECR1	E2F4	DLD		EIF2AK1	ENO3	ENO3	IRF9	EBI3	MX1	HERC6	EFHD1	ENG	CKAP5	ETF1	GSPT1	UNG	DAPK2		COX7B	ERCC5		HSD17B11	MAPKAP1	OCRL		HSPA2		EGR3	HSP90B1	GRK5	EIF5		CYP1A1
CS	CXCR3	MERTK		CLDN8		DFFA	HSD3B1	PDK3	FGA	CTSL	LIG1	ESPL1	ELN	FCMR	EMP2	DHCR24	EFNA5	DPYSL4		ELL2	ERO1A	ENPP1	ITGA4	EDN1	NCOA7	HIF1A	EGF	EPB41L3	CLASP1	FADS1	H2AZ1	UTP20	DENND2B		COX7C	F2R		HSD17B4	MKNK1	PAM		HSPA4L		EHD1	HSPA5	HAS2	ENO2		CYP1A2
CYC1	DARS1	MYL12A		CLDN9		DIABLO	HSD3B7	PLAUR	FGG	CTSO	MPC2	EXOSC8	EMP3	FDFT1	ETFB	DLD	EGF	DSC2		ENDOD1	ERRFI1	EOMES	ITGB3	EIF2AK2	NMI	HLA-A	ENTPD7	EPHB2	CLIP1	FADS2	HDAC2	WDR43	DES		COX8A	FAM162A		HSD3B7	MKNK2	PPT1		HTR5A		EIF1	HSPA9	ICA1	EPCAM		CYP26A1
CYP4B1	DEGS1	NCOA4		CNN2		DNAJA1	IDH1	PLSCR1	FN1	CTSS	MPG	EZH2	ENO2	FHL2	FABP5	DLST	ESPL1	ECD		EPB41	ETS1	ETFBKMT	JUN	EMP3	NUB1	HLA-B	EPHA5	EREG	CLIP2	FDXR	HDDC2	WDR74	DMD		CPT1A	FAS		IDE	MYD88	RAB14		IDE		ETS2	HYOU1	ID1	EPHX1		CYP27A1
DBT	DYRK3	NDRG1		CNTN1		DNAJC3	IDH2	PMVK	FURIN	CTSV	MRPL40	GINS1	FAP	FKBP4	FAM102A	ECH1	EWSR1	EFNA3		EPB42	EXT1	ETV4	LEPR	EREG	OAS1	HLA-DMA	FGF16	ERO1A	CNTRL	FGL2	HDGF		DMPK		CS	FBXW7		IDH1	NCK1	RAB22A		IFT88		F2RL1	IARS1	IGF1R	FEN1		CYP2C18
DDT	EGFR	NGLY1		COL16A1		DNM1L	IDI1	PNRC1	FYN	CXCL1	NCBP2	GINS3	FAS	FKBP5	FARP1	ECHS1	EXO1	EGFR		EPOR	F3	F2RL2	LTB	F3	OASL	HLA-DQA1	FGF22	ETS1	CNTROB	FKBP2	HNRNPA1		DTNA		CYB5A	FDXR		IDH2	NFKBIB	RAB2A		IL12RB2		F3	IFIT1	IGFBP5	FGF18		CYP2E1
DECR1	EIF3A	NKX3-1		COL17A1		DPYD	ISOC1	PPARG	GDA	DGKG	NELFB	GINS4	FBLN1	FLNB	FDFT1	ECI1	EZH2	EGLN3		ERMAP	FAM162A	FAH	LTBR	FFAR2	OGFR	HLA-DRB1	FGFR3	ETV1	CSNK1D	G6PD	HNRNPA2B1		EFS		CYB5R3	FGF13		IDI1	NGF	RAB5A		IL13RA2		FJX1	IGFBP1	INPP4B	FKBP4		CYP2J2
DGAT1	EIF3D	PA2G4		COL9A1		EBP	KLF1	S100A11	GNB2	DGKH	NELFCD	GSPT1	FBLN2	FOS	FGFR3	ECI2	FANCC	ELF3		EZH1	FBP1	FAM126B	MAP3K8	FPR1	PARP12	HLA-G	FGGY	ETV4	CTTN	GAPDH	HNRNPA3		EIF4A2		CYC1	FOS		ISOC1	NOD1	RAB9A		IP6K1		FOS	IMP3	INSIG1	FMO1		CYP2S1
DHCR7	EIF3J	PDLIM5		CRAT		EGR3	LCK	SC5D	GNG12	DOCK10	NELFE	H2AX	FBLN5	FOXC1	FKBP4	EHHADH	FBXO5	ENO1		FBXO34	FOS	FGL2	MYD88	FZD5	PARP14	ICAM1	FSHB	ETV5	CYTH2	GBE1	HNRNPC		ENO3		CYCS	FOXO3		ITGB1BP1	PAK4	RER1		JAM3		FOSB	KDELR3	IRS1	FOS		CYP4F2
DHRS7	EIF4G3	PGM3		CRB3		EMP1	LIPE	SCD	GP1BA	DOCK4	NFX1	H2AZ1	FBN1	FRK	FKBP5	ELOVL5	FOXN3	ENO2		FBXO7	FOSL2	FLT3LG	OSMR	GABBR1	PARP9	IDO1	GAMT	EVI5	DLG1	GCLC	HNRNPD		EPHB3		DECR1	FUCA1		LONP2	PDK1	RPS6KA3		KIF2C		FOSL1	KHSRP	ITGB3	FOSB		DCXR
DHRS7B	EIF5A	PIAS1		CTNNA1		ENO2	LONP2	SEMA3B	GP9	DOCK9	NME1	HELLS	FBN2	GAB2	FLNB	ENO2	G3BP1	ERO1A		FBXO9	FOXO3	FURIN	PDGFC	GCH1	PLSCR1	IFI27	GDNF	F13A1	DLGAP5	GGA2	HNRNPR		ERBB3		DLAT	GADD45A		MLYCD	PFN1	SCAMP1		LDHC		FOSL2	KIF5B	KALRN	FURIN		DDAH2
DLAT	ELANE	PLPP1		CTNND1		ERBB2	MLYCD	SQLE	GSN	DPP4	NME3	HMGA1	FERMT2	GFRA1	FOS	ENO3	GINS2	EXT1		FECH	GAA	GABARAPL1	PF4	GNA15	PNPT1	IFI30	GP1BA	F2RL1	DOCK2	GLA	HNRNPU		FABP3		DLD	GLS2		MSH2	PIK3R3	SCAMP3		LPIN1		FUT4	LSM1	KCNMA1	GAL		DDC
DLD	ELF4	PMEPA1		CX3CL1		ERBB3	NEDD4	SREBF2	HMGCS2	DUSP5	NME4	HMGB2	FGF2	GJA1	FOXC1	EPHX1	GSPT1	EXT2		FN3K	GALK1	GADD45B	PIK3R5	GNAI3	PROCR	IFI35	GP2	FBXO4	DOCK4	GLRX	HPRT1		FDPS		DLST	GM2A		MVP	PIKFYVE	SCRN1		MAP7		G0S2	LSM4	KIT	GCH1		DDT
DNAJB9	EREG	PTK2B		DHX16		EREG	NPC1	STARD4	HNF4A	DUSP6	NPR2	HMGB3	FLNA	GLA	FRK	ERP29	H2AX	FAM162A		FOXJ2	GAPDH	GALM	PIM1	GP1BA	PSMA3	IFI44	GPR19	FCER1G	DST	GMPS	HSP90AB1		FGF2		ECH1	GPX2		NR1I2	PIN1	SEC22B		MAST2		GADD45A	MTHFD2	LAMC1	GGH		DHPS
DNAJC15	ETS1	PTPN21		DLG1		ETF1	NR0B2	STX5	HPN	DYRK2	NT5C	HMMR	FMOD	GREB1	GAL	ETFDH	H2AZ1	FBP2		FOXO3	GAPDHS	GATA1	PLA2G2A	GPC3	PSMB8	IFI44L	GPR3	FGF9	DYNC1H1	GOT1	HSPD1		FHL1		ECHS1	H1-2		NUDT19	PITX2	SEC24D		MEP1B		GADD45B	MTREX	LDLR	GLS		DHRS1
DRAM2	F2	RAB4A		DMP1		F2	NR1H4	TM7SF2	HRG	EHD1	NT5C3A	HNRNPD	FN1	HES1	GALE	FABP1	H2AZ2	FKBP4		FTCD	GBE1	GBP4	PTPN1	GPR132	PSMB9	IFIH1	GPRC5C	FLT4	DYNLL2	GPI	HSPE1		FKBP1B		ECI1	H2AJ		PABPC1	PLA2G12A	SEC31A		MLF1		GCH1	NABP1	LPAR1	GPX3		DHRS7
ECH1	F2R	RPS6KA3		DSC1		F2R	NR1I2	TMEM97	HTRA1	ERAP2	NUDT21	HUS1	FOXC2	HR	GFUS	FABP2	H2BC12	FUT8		GAPVD1	GCK	GLIPR2	PTPN11	GPR183	PSME1	IFIT1	GRID2	FUCA1	ECT2	GSK3B	IARS1		FLII		ETFA	H2AW		PEX11A	PLCB1	SGMS1		MLLT10		GEM	NFYA	LTBP1	GRINA		ECH1
ECHS1	FAS	RRP12		DSC3		FAS	NR3C2	TNFRSF12A	ISCU	F10	NUDT9	ILF3	FSTL1	HSPB8	GINS2	FASN	HIF1A	G6PD		GATA1	GCNT2	GPR65	PTPN2	HAS2	PSME2	IFIT2	GTF3C5	G0S2	EPB41	GSR	IFRD1		FOXO4		ETFB	HBEGF		PEX11B	PLCG1	SH3GL2		MTNR1A		GFPT2	NFYB	MAGI2	GRPEL1		ELOVL5
ELMOD3	FASLG	SAT1		EGFR		FASLG	NUDT12	TP53INP1	ITGA2	F2	PCNA	ING3	FSTL3	IGF1R	GJB3	FH	HIRA	GAL3ST1		GCLC	GLRX	GPR83	REG1A	HBEGF	RIPK2	IFIT3	HNF1A	GABRA3	EPB41L2	GTF2H1	ILF2		FST		ETFDH	HDAC3		PEX13	PPP1CA	SNAP23		MTOR		GPR183	NHP2	MAP1B	H2AX		ENPEP
ELOVL6	FCGR2B	SCD		EPB41L2		FDXR	OPTN	TRIB3	ITGB3	F3	PDE4B	IPO7	FUCA1	IGFBP4	GLA	FMO1	HMGA1	GALE		GCLM	GPC1	GPX4	SOCS1	HIF1A	RNF31	IFITM2	HSD11B2	GADD45G	ESPL1	HK2	IMPDH2		FXYD1		FDX1	HEXIM1		PEX14	PPP2R1B	SNX2		NAA11		HBEGF	NOLC1	MAP2K5	HLA-F		ENTPD5
ENPP2	FGR	SEC24D		EVL		FEZ1	PAOX		ITIH1	F5	PDE6G	JPT1	FZD8	IL17RB	GPER1	G0S2	HMGB3	GALK1		GDE1	GPC3	GSTO1	SOCS3	HPN	RSAD2	IFITM3	HTR1B	GALNT3	EZR	HMBS	KARS1		GAA		FH	HINT1		PEX2	PRKAA2	SOD1		NCAPH		HES1	NOP14	MAPK14	HMOX1		EPHA2
EPHX2	FLNA	SELENOP		EXOC4		GADD45A	PECR		KLF7	F7	PNP	KIF18B	GADD45A	IL6ST	HMGCS2	GABARAPL1	HMGN2	GALK2		GLRX5	GPC4	GUCY1B1	STAM2	HRH1	RTP4	IFNAR2	HTR1D	GFPT2	FARP1	HMGCR	KPNA2		GABARAPL2		FXN	HMOX1		PEX5	PRKAG1	SSPN		NEFH		ICAM1	NOP56	MET	HNRNPU		EPHX1
ESRRA	FYB1	SGK1		FBN1		GADD45B	PEX1		KLK8	F8	POLA1	KIF22	GADD45B	INHBB	HOMER2	GAD2	HMMR	GAPDHS		GMPS	GPI	HIPK2	STAT1	ICAM1	SAMD9	IL10RA	IDUA	GLRX	FBXO5	HMGCS1	KPNB1		GADD45B		GLUD1	HRAS		PEX6	PRKAR2A	STAM		NEK2		ICOSLG	NPM1	MGLL	HSPA13		ESR1
ESYT1	GALNT1	SLC26A2		FLNC		GCH1	PEX11A		KLKB1	FCER1G	POLA2	KIF2C	GAS1	INPP5F	HPRT1	GAPDHS	HNRNPD	GCLC		GYPA	GRHPR	HK2	STAT2	ICAM4	SAMD9L	IL15	IFI44L	GNG11	FGD4	HPRT1	LDHA		GJA5		GOT2	HSPA4L		PRDX1	PRKCB	STX12		NF2		ID2	PAIP1	MGMT	HSPA2		ETFDH
ETFB	GBP2	SLC38A2		FSCN1		GNA15	PEX11G		LAMP2	FCN1	POLB	KIF4A	GEM	ISG20L2	HR	GCDH	HNRNPU	GFPT1		GYPB	GYS1	HOPX	STAT3	ICOSLG	SELL	IL15RA	IFNG	GPNMB	FGD6	HSP90B1	LSM2		GNAO1		GPI	IER3		PRDX5	PTEN	STX16		NOS1		IER2	PARN	MIOS	HTR7		ETS2
FABP4	GCNT1	SMS		FYB1		GPX1	PEX12		LEFTY2	FDX1	POLD1	KPNA2	GJA1	ITPK1	HSPA4L	GLUL	HOXC10	GFUS		GYPC	HAS1	HUWE1	TGFB1	IFITM1	SLC25A28	IL18BP	IGFBP2	GPRC5B	FLNA	HSPA4	LSM7		GPX3		GPX4	IER5		RDH11	PTPN11	STX7		NPHP1		IER3	PDIA5	MMP16	HYAL2		F10
FAH	GLMN	SORD		GAMT		GPX3	PEX13		LGMN	FN1	POLD3	LBR	GLIPR1	JAK2	HSPB8	GPD1	HSPA8	GLCE		GYPE	HDLBP	ICOS	TLR2	IFNAR1	SP110	IL2RB	IL12B	GUCY1A1	FLNB	HSPA5	MAD2L1		GSN		GRPEL1	IFI30		RETSAT	RAC1	TMED10		NPY5R		IER5	PDIA6	MRPS31	ICAM1		F11
