HALLMARK_ADIPOGENESIS	HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANGIOGENESIS	HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_SURFACE	HALLMARK_APOPTOSIS	HALLMARK_BILE_ACID_METABOLISM	HALLMARK_CHOLESTEROL_HOMEOSTASIS	HALLMARK_COAGULATION	HALLMARK_COMPLEMENT	HALLMARK_DNA_REPAIR	HALLMARK_E2F_TARGETS	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_G2M_CHECKPOINT	HALLMARK_GLYCOLYSIS	HALLMARK_HEDGEHOG_SIGNALING	HALLMARK_HEME_METABOLISM	HALLMARK_HYPOXIA	HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_KRAS_SIGNALING_DN	HALLMARK_KRAS_SIGNALING_UP	HALLMARK_MITOTIC_SPINDLE	HALLMARK_MTORC1_SIGNALING	HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V2	HALLMARK_MYOGENESIS	HALLMARK_NOTCH_SIGNALING	HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_P53_PATHWAY	HALLMARK_PANCREAS_BETA_CELLS	HALLMARK_PEROXISOME	HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PROTEIN_SECRETION	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	HALLMARK_SPERMATOGENESIS	HALLMARK_TGF_BETA_SIGNALING	HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_UP	HALLMARK_WNT_BETA_CATENIN_SIGNALING	HALLMARK_XENOBIOTIC_METABOLISM
PEX14	KRT1			NF1		RNASEL			USP11	MT3	TARBP2	PRDX4	PCOLCE2	RAB31	PPIF	RDH11	PLK1	NT5E		PICALM	PFKL	PLAGL1		OLR1		PSMA2	PRKN	PIGR	PCM1	PSMC2	RAD23B		NCAM1		NDUFC2	RB1								PFKFB3		TGFBR2	SLC25A4		MT2A
PFKFB3	LCK			NF2		ROCK1			VWF	NOTCH4	TK2	PRIM2	PDGFRB	RAPGEFL1	PRKAR2B	RDH16	PLK4	P4HA1		PIGQ	PFKP	PLEC		OPRK1		PSMA3	PRODH	PLAT	PCNT	PSMC4	RAN		NOS1		NDUFS1	RCHY1								PHLDA1		TGFBR3	SLC6A12		MTHFD1
PFKL	LCP2			NFASC		SAT1			WDR1	OLR1	TMED2	PRKDC	PDLIM4	RARA	PRLR	REEP6	PML	P4HA2		PPOX	PGAM2	PLIN2		OSM		PSMB10	PROP1	PLAU	PDLIM5	PSMC6	RANBP1		NOTCH1		NDUFS2	RETSAT								PHLDA2		TJP1	SLC6A8		NDRG2
PGM1	LIF			NLGN2		SATB1				PCLO	TP53	PRPS1	PFN2	RASGRP1	PRSS23	RETSAT	POLA2	PAM		PPP2R5B	PGF	PLPP1		OSMR		PSMB2	PTGFR	PLAUR	PIF1	PSMD12	RFC4		NQO1		NDUFS3	RGS16								PLAU		TOGARAM1	SOD2		NFS1
PHLDB1	LTB			NLGN3		SC5D				PCSK9	TSG101	PSIP1	PLAUR	RBBP8	PTGER3	S100A10	POLE	PAXIP1		PRDX2	PGK1	PLSCR1		P2RX4		PSMB8	PTPRJ	PLEK2	PKD2	PSMD13	RNPS1		OCEL1		NDUFS4	RHBDF2								PLAUR		VAV2	SPR		NINJ1
PHYH	LY75			NRAP		SLC20A1				PDGFB	TYMS	PSMC3IP	PLOD1	REEP1	PTGES	SDHA	POLQ	PC		PSMD9	PGM1	PNP		P2RX7		PSMB9	RGS11	PLVAP	PLEKHG2	PSMD14	RPL14		PC		NDUFS6	RNF19B								PLEK		VLDLR	SQSTM1		NMT1
PIM3	LY86			NRTN		SMAD7				PDP1	UMPS	PTTG1	PLOD2	RET	PTPN6	SDHC	PRC1	PDK3		RAD23A	PGM2	POU2F1		P2RY2		PSME1	RIBC2	PPBP	PLK1	PSME3	RPL18		PDE4DIP		NDUFS7	RPL18								PLK2		WDR37	STARD3		NPC1
PLIN2	LYN			NRXN2		SOD1				PFN1	UPF3B	RACGAP1	PLOD3	RETREG1	RAB31	SDHD	PRIM2	PFKFB1		RANBP10	PHKG1	PRAF2		PCDH7		PSME2	RSAD2	PPP1R15A	PPP4R2	PSMG1	RPL22		PDLIM7		NDUFS8	RPL36								PLPP3		YTHDC1	STIP1		NQO1
POR	MAP3K7			PARD6G		SOD2				PHEX	USP11	RAD1	PMEPA1	RHOBTB3	RABEP1	SERINC1	PRMT5	PFKP		RAP1GAP	PIM1	PRKCH		PDE4B		PTGS2	RYR1	PRDM1	PRC1	PSPH	RPL34		PFKM		NDUFV1	RPS12								PMEPA1		ZMIZ1	STK25		PAPSS2
PPARG	MAP4K1			PARVA		SPTAN1				PIK3CA	VPS28	RAD21	PMP22	RHOD	RAPGEFL1	SLC22A5	PRPF4B	PGAM1		RBM38	PKLR	PRNP		PDPN		PTPN1	RYR2	PRELID3B	PREX1	QDPR	RPL6		PGAM2		NDUFV2	RPS27L								PNRC1			SULT1A1		PC
PPM1B	MBL2			PBX2		SQSTM1				PIK3CG	VPS37B	RAD50	POSTN	RPS6KA2	RBBP8	SMS	PTTG1	PGAM2		RBM5	PKP1	PTCH1		PIK3R5		PTPN2	SCGB1A1	PRKG2	PXN	RAB1A	RPLP0		PICK1		NNT	RRAD								PPP1R15A			TACR3		PDK4
PPP1R15B	MMP9			PCDH1		TAP1				PIK3R5	VPS37D	RAD51AP1	PPIB	RRP12	RET	SUCLA2	PTTG3P	PGK1		RCL1	PLAC8	PTGER2		PLAUR		PTPN6	SCN10A	PRRX1	RAB3GAP1	RDH11	RPS10		PKIA		NQO2	RRP8								PTGER4			TAP1		PDLIM5
PRDX3	MRPL3			PDZD3		TGFB2				PIM1	XPC	RAD51C	PRRX1	SCARB1	RNASEH2A	SUCLG1	PURA	PGLS		RHAG	PLAUR	PTH1R		PROK2		RAPGEF6	SELENOP	PSMB8	RABGAP1	RIT1	RPS2		PLXNB2		OAT	RXRA								PTGS2			TARS1		PEMT
PREB	MTIF2			PECAM1		TGFBR3				PLA2G4A	ZNF707	RAN	PRSS2	SCNN1A	RPS6KA2	SUCLG2	RACGAP1	PGM2		RHCE	PLIN2	PTRH2		PSEN1		RBCK1	SERPINA10	PTBP2	RACGAP1	RPA1	RPS3		PPFIA4		OGDH	S100A10								PTPRE			TCHH		PGD
PTCD3	NCF4			PFN1		TIMP1				PLA2G7	ZWINT	RANBP1	PTHLH	SEC14L2	S100A9	TDO2	RAD21	PHKA2		RHD	PNRC1	PUS1		PTAFR		RIPK1	SERPINB2	PTCD2	RALBP1	RPN1	RPS5		PPP1R3C		OPA1	S100A4								PTX3			TFRC		PGRMC1
PTGER3	NCK1			PIK3CB		TIMP2				PLAT		RBBP7	PTX3	SEMA3B	SCARB1	TP53INP2	RAD23B	PKM		RIOK3	PPARGC1A	RABGAP1L		PTGER2		RIPK2	SGK1	PTGS2	RANBP9	RRM2	RPS6		PRNP		OXA1L	SAT1								RCAN1			TGFBRAP1		PINK1
QDPR	NCR1			PIK3R3		TIMP3				PLAUR		RFC1	PVR	SFN	SCNN1A	UBE2L6	RAD54L	PKP2		RNF123	PPFIA4	RGS16		PTGER4		RNF213	SHOX2	PTPRR	RAPGEF5	RRP9	RRM1		PSEN2		PDHA1	SDC1								REL			TMBIM6		PLG
RAB34	NLRP3			PKD1		TNF				PLEK		RFC2	QSOX1	SH3BP5	SCUBE2	UGDH	RASAL2	PLOD1		RNF19A	PPP1R15A	RHOB		PTGIR		RNF31	SIDT1	RABGAP1L	RAPGEF6	SC5D	RRP9		PTGIS		PDHB	SEC61A1								RELA			TST		PMM1
REEP5	NME1			PLCG1		TNFRSF12A				PLG		RFC3	RGS4	SIAH2	SEMA3B	UROD	RBL1	PLOD2		SDCBP	PPP1R3C	RHOH		PTPRE		RSAD2	SKIL	RBM4	RASA1	SCD	RSL1D1		PTP4A3		PDHX	SERPINB5								RELB			TUBA4A		POR
REEP6	NOS2			PPP2R2C		TNFSF10				PLSCR1		RNASEH2A	RHOB	SLC16A1	SERPINA1	UROS	RBM14	PMM2		SEC14L1	PRDX5	RNH1		PVR		RTP4	SLC12A3	RBP4	RASA2	SDF2L1	RUVBL2		PVALB		PDK4	SERTAD3								RHOB			TYRO3		PPARD
RETN	NPM1			PTEN		TOP2A				PPP2CB		RPA1	SAT1	SLC19A2	SERPINA3	VNN1	RPA2	POLR3K		SELENBP1	PRKCA	RORA		RAF1		SAMD9L	SLC16A7	RELN	RASAL2	SEC11A	SERBP1		PYGM		PDP1	SESN1								RIPK2			UROD		PROS1
RETSAT	PF4			PTK2		TSPO				PPP4C		RPA2	SCG2	SLC1A1	SERPINA5	XIST	RPS6KA5	PPFIA4		SIDT2	PYGM	RRAGD		RASGRP1		SAMHD1	SLC25A23	RETN	RFC1	SERP1	SET		RB1		PHB2	SFN								RNF19B			WIZ		PSMB10
RIOK3	PRF1			PTPRC		TXNIP				PRCP		RPA3	SDC1	SLC1A4	SFN	YWHAH	SAP30	PPIA		SLC10A3	RBPJ	S100A1		RELA		SECTM1	SLC29A3	RGS16	RHOF	SERPINH1	SF3A1		REEP1		PHYH	SLC19A2								SAT1			YKT6		PTGDS
RMDN3	PRKCB			RAC2		VDAC2				PRDM4		RRM2	SDC4	SLC22A5	SGK1		SFPQ	PPP2CB		SLC11A2	RORA	SCN9A		RGS1		SELP	SLC30A3	SATB1	RHOT2	SHMT2	SF3B3		RIT1		PMPCA	SLC35D1								SDC4					PTGES
RNF11	PRKCG			RASA1		WEE1				PREP		SHMT1	SERPINE1	SLC24A3	SIAH2		SLC12A2	PRPS1		SLC22A4	RRAGD	SELL		RGS16		SERPING1	SLC38A3	SCG3	RICTOR	SKAP2	SLC25A3		RYR1		POLR2F	SLC3A2								SERPINB2					PTGES3
RREB1	PSMB10			RHOF		XIAP				PRKCD		SLBP	SERPINE2	SLC26A2	SLC16A1		SLC38A1	PSMC4		SLC25A37	S100A4	SELP		RHOG		SLAMF7	SLC5A5	SCG5	ROCK1	SLA	SMARCC1		SCD		POR	SLC7A11								SERPINB8					PTGR1
RTN3	PTPN6			RRAS						PRSS3		SMC1A	SERPINH1	SLC27A2	SLC1A4		SLC7A1	PYGB		SLC25A38	SAP30	SERPINB6		RIPK2		SLC25A28	SLC6A14	SCN1B	SAC3D1	SLC1A4	SNRPA		SCHIP1		PRDX3	SOCS1								SERPINE1					PTS
SAMM50	PTPRC			RSU1						PRSS36		SMC3	SFRP1	SLC2A1	SLC22A5		SLC7A5	PYGL		SLC2A1	SCARB1	SERPINC1		RNF144B		SOCS1	SLC6A3	SDCCAG8	SASS6	SLC1A5	SNRPA1		SGCA		RETSAT	SP1								SGK1					PYCR1
SCARB1	RARS1			SDC3						PSEN1		SMC4	SFRP4	SLC37A1	SLC24A3		SMAD3	QSOX1		SLC30A1	SDC2	SH3BGRL2		ROS1		SOCS3	SMPX	SEMA3B	SEPTIN9	SLC2A1	SNRPB2		SGCD		RHOT1	SPHK1								SIK1					RAP1GAP
SCP2	RIPK2			SGCE						PSMB9		SMC6	SGCB	SLC39A6	SLC26A2		SMARCC1	RARS1		SLC30A10	SDC3	SHE		RTP4		SOD2	SNCB	SERPINA3	SHROOM1	SLC2A3	SNRPD1		SGCG		RHOT2	ST14								SLC16A6					RBP4
SDHB	RPL39			SHC1						RABIF		SNRPB	SGCD	SLC7A2	SLC27A2		SMC1A	RBCK1		SLC4A1	SDC4	SLC1A5		SCARF1		SP110	SNN	SLPI	SHROOM2	SLC37A4	SNRPD2		SH2B1		SDHA	STEAP3								SLC2A3					REG1A
SDHC	RPL3L			SHROOM2						RAF1		SPAG5	SGCG	SLC7A5	SLC29A1		SMC2	RPE		SLC66A2	SELENBP1	SLC29A2		SCN1B		SPPL2A	SOX10	SNAP25	SMC1A	SLC6A6	SNRPD3		SH3BGR		SDHB	STOM								SLC2A6					RETSAT
SLC19A1	RPL9			SIRPA						RASGRP1		SPC24	SLC6A8	SLC9A3R1	SLC2A8		SMC4	RRAGD		SLC6A8	SERPINE1	SLC2A3		SELE		SRI	SPHK2	SNAP91	SMC3	SLC7A11	SNRPG		SIRT2		SDHC	TAP1								SMAD3					SAR1B
SLC1A5	RPS19			SKAP2						RBSN		SPC25	SLIT2	SNX24	SLC7A5		SNRPD1	SAP30		SLC6A9	SIAH2	SLC39A8		SELENOS		SSPN	SPRR3	SOX9	SMC4	SLC7A5	SRM		SLC6A8		SDHD	TAX1BP3								SNN					SERPINA6
SLC25A1	RPS3A			SLC30A3						RCE1		SRSF1	SLIT3	SOX3	SLC9A3R1		SQLE	SDC1		SLC7A11	SLC25A1	SMPDL3A		SELL		ST3GAL5	SPTBN2	SPARCL1	SORBS2	SLC9A3R1	SRPK1		SLN		SLC25A11	TCHH								SOCS3					SERPINE1
SLC25A10	RPS9			SLIT2						RHOG		SRSF2	SNAI2	STC2	SNX10		SRSF1	SDC2		SMOX	SLC2A1	SNX14		SEMA4D		ST8SIA4	SSTR4	SPON1	SOS1	SORD	SRSF1		SMTN		SLC25A12	TCN2								SOD2					SERTAD1
SLC27A1	SIT1			SORBS3						RNF4		SSRP1	SNTB1	SULT2B1	SORD		SRSF10	SDC3		SNCA	SLC2A3	SNX9		SERPINE1		STAT1	STAG3	SPP1	SPTAN1	SQLE	SRSF2		SOD3		SLC25A20	TGFA								SPHK1					SHMT2
SLC5A6	SOCS1			SPEG						S100A12		STAG1	SPARC	SVIL	SOX3		SRSF2	SDHC		SPTA1	SLC2A5	SOCS1		SGMS2		STAT2	SYNPO	SPRY2	SPTBN1	SQSTM1	SRSF3		SORBS1		SLC25A3	TGFB1								SPSB1					SLC12A4
SLC66A3	SOCS5			SRC						S100A13		STMN1	SPOCK1	SYBU	ST14		SS18	SLC16A3		SPTB	SLC37A4	SOCS2		SLAMF1		STAT3	TAS2R4	ST6GAL1	SSH2	SRD5A1	SRSF7		SORBS3		SLC25A4	TM4SF1								SQSTM1					SLC1A5
SNCG	SPI1			STX4						S100A9		SUV39H1	SPP1	SYNGR1	ST6GALNAC2		STAG1	SLC25A10		SYNJ1	SLC6A6	SPP1		SLC11A2		STAT4	TCF7L1	STRN	STAU1	SSR1	SSB		SPARC		SLC25A5	TM7SF3								STAT5A					SLC22A1
SOD1	SRGN			SYK						SCG3		SYNCRIP	TAGLN	SYT12	STIL		STIL	SLC25A13		TAL1	SRPX	SPRED2		SLC1A2		TAP1	TCL1A	TFPI	STK38L	STARD4	SSBP1		SPDEF		SLC25A6	TNFSF9								TANK					SLC35B1
SORBS1	ST8SIA4			SYMPK						SERPINA1		TACC3	TFPI2	TBC1D30	SULT2B1		STMN1	SLC35A3		TCEA1	STBD1	SPRY4		SLC28A2		TAPBP	TENM2	TLR8	SUN2	STC1	STARD7		SPEG		SUCLA2	TNNI1								TAP1					SLC35D1
SOWAHC	STAB1			TAOK2						SERPINB2		TBRG4	TGFB1	TFAP2C	TFAP2C		SUV39H1	SLC37A4		TENT5C	STC1	ST3GAL4		SLC31A1		TDRD7	TENT5C	TMEM100	SYNPO	STIP1	SYNCRIP		SPHK1		SUCLG1	TOB1								TGIF1					SLC46A3
SPARCL1	STAT1			TGFBI						SERPINC1		TCF19	TGFBI	TFF1	TFF1		SYNCRIP	SOD1		TFDP2	STC2	SWAP70		SLC31A2		TNFAIP2	TEX15	TMEM158	TAOK2	SYTL2	TARDBP		SPTAN1		SUPV3L1	TP53								TIPARP					SLC6A12
SQOR	STAT4			THBS3						SERPINE1		TFRC	TGFBR3	TFF3	TFF3		TACC3	SOX9		TFRC	SULT2B1	SYNGR2		SLC4A4		TNFAIP3	TFAP2B	TMEM176A	TBCD	TBK1	TCP1		SSPN		SURF1	TP63								TLR2					SLC6A6
SSPN	TAP1			THY1						SERPING1		TIMELESS	TGM2	TGIF2	TFPI2		TENT4A	SPAG4		TMCC2	TES	SYT11		SLC7A1		TNFAIP6	TFCP2L1	TMEM176B	TIAM1	TCEA1	TFDP1		STC2		TCIRG1	TPD52L1								TNC					SMOX
STAT5A	TAP2			TIAL1						SH2B3		TIPIN	THBS1	TGM2	TH		TFDP1	SRD5A3		TMEM9B	TGFB3	TGM2		SLC7A2		TNFSF10	TFF2	TNFAIP3	TLK1	TES	TOMM70		SVIL		TIMM10	TPRKB								TNF					SPINT2
STOM	TAPBP			TJP1						SIRT6		TK1	THBS2	THSD4	TIAM1		TGFB1	STC1		TNRC6B	TGFBI	TIAM1		SPHK1		TOR1B	TG	TNFRSF1B	TOP2A	TFRC	TRA2B		SYNGR2		TIMM13	TRAF4								TNFAIP2					SSR3
SUCLG1	TGFB1			TMEM8B						SPOCK2		TMPO	THY1	TIAM1	TJP3		TLE3	STC2		TNS1	TGM2	TLR7		SRI		TRAFD1	TGFB2	TNNT2	TPX2	TM7SF2	TRIM28		TAGLN		TIMM17A	TRAFD1								TNFAIP3					TAT
SULT1A1	TGFB2			TNFRSF11B						SRC		TOP2A	TIMP1	TIPARP	TMPRSS3		TMPO	STMN1		TOP1	TIPARP	TNFRSF18		STAB1		TRIM14	TGM1	TOR1AIP2	TRIO	TMEM97	TUFM		TCAP		TIMM50	TRIAP1								TNFAIP6					TDO2
TALDO1	THY1			TRAF1						STX4		TP53	TIMP3	TJP3	TNNC1		TNPO2	TALDO1		TRAK2	TKTL1	TNFRSF1B		TACR1		TRIM21	THNSL2	TPH1	TSC1	TOMM40	TXNL4A		TEAD4		TIMM8B	TRIB3								TNFAIP8					TGFB2
TANK	TIMP1			TRO						TFPI2		TRA2B	TNC	TMEM164	TOB1		TOP1	TFF3		TRIM10	TMEM45A	TNFRSF21		TACR3		TRIM25	THRB	TRAF1	TTK	TPI1	TYMS		TGFB1		TIMM9	TSC22D1								TNFRSF9					TKFC
TKT	TLR1			TSC1						TIMP1		TRIP13	TNFAIP3	TMPRSS3	TOP2A		TOP2A	TGFA		TRIM58	TNFAIP3	TNFRSF4		TAPBP		TRIM26	TLX1	TRIB1	TUBA4A	TRIB3	U2AF1		TNNC1		TOMM22	TSPYL2								TNFSF9					TMBIM6
TOB1	TLR2			TSPAN4						TIMP2		TUBB	TNFRSF11B	TOB1	TPBG		TPX2	TGFBI		TSPAN5	TPBG	TNFRSF8		TIMP1		TXNIP	TNNI3	TRIB2	TUBD1	TUBA4A	UBA2		TNNC2		TOMM70	TXNIP								TNIP1					TMEM176B
TST	TLR3			TUBG1						TMPRSS6		TUBG1	TNFRSF12A	TPBG	TPD52L1		TRA2B	TKTL1		TSPO2	TPD52	TNFRSF9		TLR1		UBE2L6	TSHB	TSPAN1	TUBGCP2	TUBG1	UBE2E1		TNNI1		UQCR10	UPP1								TNIP2					TMEM97
UBC	TLR6			VASP						TNFAIP3		UBE2S	TPM1	TPD52L1	TPSAB1		TRAIP	TPBG		TYR	TPI1	TNFSF10		TLR2		UPP1	UGT2B17	TSPAN13	TUBGCP3	TXNRD1	UBE2L3		TNNI2		UQCR11	VAMP8								TRAF1					TNFRSF1A
UBQLN1	TNF			VAV2						USP14		UBE2T	TPM2	TSKU	TRIM29		TROAP	TPI1		UBAC1	TPST2	TNFSF11		TLR3		USP18	UPK3B	TSPAN7	TUBGCP5	UBE2D3	USP1		TNNT1		UQCRB	VDR								TRIB1					TPST1
UCK1	TPD52			VCAM1						USP15		UBR7	TPM4	TTC39A	TSPAN13		TTK	TPST1		UCP2	UGP2	TRAF1		TNFAIP6		VAMP5	VPREB1	USH1C	TUBGCP6	UCHL5	VBP1		TNNT2		UQCRC1	VWA5A								TRIP10					TTPA
UCP2	TRAF2			VCAN						USP16		UNG	VCAM1	TUBB2B	TST		UBE2C	TXN		UROD	VEGFA	TTC39B		TNFRSF1B		VAMP8	VPS50	USP12	UXT	UFM1	VDAC1		TNNT3		UQCRC2	WRAP73								TSC22D1					TYR
UQCR10	TRAT1			VCL						USP8		USP1	VCAN	UGCG	UGDH		UBE2S	UGP2		UROS	VHL	TWSG1		TNFRSF9		VCAM1	WNT16	VWA5A	VCL	UNG	VDAC3		TPD52L1		UQCRFS1	WWP1								TUBB2A					UGDH
UQCR11	UBE2D1			VWF						VCPIP1		WDR90	VEGFA	UNC119	UNC13B		UCK2	VCAN		USP15	VLDLR	UCK2		TNFSF10		WARS1	YBX2	WDR33	WASF1	USO1	XPO1		TPM2		UQCRH	XPC								VEGFA					UPB1
UQCRC1	UBE2N			WASL						WAS		WEE1	VEGFC	WFS1	WFS1		UPF1	VEGFA		VEZF1	WSB1	UMPS		TNFSF15		XAF1	YPEL1	WNT7A	WASF2	VLDLR	XPOT		TPM3		UQCRQ	ZBTB16								YRDC					UPP1
UQCRQ	WARS1			WNK4						XPNPEP1		XPO1	VIM	WWC1	XBP1		WRN	VLDLR		XK	XPNPEP1	WLS		TNFSF9		XCL1	ZBTB16	YRDC	WASL	WARS1	XRCC6		TSC2		VDAC1	ZFP36L1								ZBTB10					VNN1
VEGFB	WAS			YWHAH						ZEB1		XRCC6	WIPF1	XBP1	XRCC3		XPO1	XYLT2		XPO7	ZFP36	XBP1		TPBG		ZBP1	ZC2HC1C	ZNF277	YWHAE	XBP1	YWHAE		VIPR1		VDAC2	ZMAT3								ZC3H12A					VTN
YWHAG	ZAP70			ZYX						ZFPM2		ZW10	WNT5A	ZNF185	ZFP36		YTHDC1	ZNF292		YPEL5	ZNF292			VIP		ZNFX1	ZNF112	ZNF639		YKT6	YWHAQ		WWTR1		VDAC3	ZNF365								ZFP36					XDH
